abilities,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,attack,classfication,defense,hp,japanese_name,name,pokedex_number,sp_attack,sp_defense,speed,type1,type2,generation,is_legendary,version
"['Forewarn', 'Synchronize', 'Telepathy']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,55,Drowsing Pokémon,85,116,Musharnaムシャーナ,Musharna,518,107,95,29,psychic,none,5,0,Black and White
"['Big Pecks', 'Super Luck', 'Rivalry']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,55,Tiny Pigeon Pokémon,50,50,Mamepatoマメパト,Pidove,519,36,30,43,normal,flying,5,0,Black and White
"['Big Pecks', 'Super Luck', 'Rivalry']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,77,Wild Pigeon Pokémon,62,62,Hatobohハトーボー,Tranquill,520,50,42,65,normal,flying,5,0,Black and White
"['Big Pecks', 'Super Luck', 'Rivalry']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,115,Proud Pokémon,80,80,Kenhallowケンホロウ,Unfezant,521,65,55,93,normal,flying,5,0,Black and White
"['Lightningrod', 'Motor Drive', 'Sap Sipper']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,60,Electrified Pokémon,32,45,Shimamaシママ,Blitzle,522,50,32,76,electric,none,5,0,Black and White
"['Lightningrod', 'Motor Drive', 'Sap Sipper']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,100,Thunderbolt Pokémon,63,75,Zebraikaゼブライカ,Zebstrika,523,80,63,116,electric,none,5,0,Black and White
"['Sturdy', 'Weak Armor', 'Sand Force']",1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,75,Mantle Pokémon,85,55,Dangoroダンゴロ,Roggenrola,524,25,25,15,rock,none,5,0,Black and White
"['Sturdy', 'Weak Armor', 'Sand Force']",1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,105,Ore Pokémon,105,70,Gantleガントル,Boldore,525,50,40,20,rock,none,5,0,Black and White
"['Sturdy', 'Sand Stream', 'Sand Force']",1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,135,Compressed Pokémon,130,85,Gigaiathギガイアス,Gigalith,526,60,80,25,rock,none,5,0,Black and White
"['Unaware', 'Klutz', 'Simple']",1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,2.0,0.5,0.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,45,Bat Pokémon,43,65,Koromoriコロモリ,Woobat,527,55,43,72,psychic,flying,5,0,Black and White
"['Unaware', 'Klutz', 'Simple']",1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,2.0,0.5,0.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,57,Courting Pokémon,55,67,Kokoromoriココロモリ,Swoobat,528,77,55,114,psychic,flying,5,0,Black and White
"['Sand Rush', 'Sand Force', 'Mold Breaker']",1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,85,Mole Pokémon,40,60,Mogurewモグリュー,Drilbur,529,30,45,68,ground,none,5,0,Black and White
"['Sand Rush', 'Sand Force', 'Mold Breaker']",0.5,1.0,0.5,0.0,0.5,2.0,2.0,0.5,1.0,1.0,2.0,1.0,0.5,0.0,0.5,0.25,0.5,2.0,135,Subterrene Pokémon,60,110,Doryuzuドリュウズ,Excadrill,530,50,65,88,ground,steel,5,0,Black and White
"['Healer', 'Regenerator', 'Klutz']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,60,Hearing Pokémon,126,103,Tabunneタブンネ,Audino,531,80,126,50,normal,none,5,0,Black and White
"['Guts', 'Sheer Force', 'Iron Fist']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,80,Muscular Pokémon,55,75,Dokkorerドッコラー,Timburr,532,25,35,35,fighting,none,5,0,Black and White
"['Guts', 'Sheer Force', 'Iron Fist']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,105,Muscular Pokémon,85,85,Dotekkotsuドテッコツ,Gurdurr,533,40,50,40,fighting,none,5,0,Black and White
"['Guts', 'Sheer Force', 'Iron Fist']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,140,Muscular Pokémon,95,105,Roubushinローブシン,Conkeldurr,534,55,65,45,fighting,none,5,0,Black and White
"['Swift Swim', 'Hydration', 'Water Absorb']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,50,Tadpole Pokémon,40,50,Otamaroオタマロ,Tympole,535,50,40,64,water,none,5,0,Black and White
"['Swift Swim', 'Hydration', 'Water Absorb']",1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,65,Vibration Pokémon,55,75,Gamagaruガマガル,Palpitoad,536,65,55,69,water,ground,5,0,Black and White
"['Swift Swim', 'Poison Touch', 'Water Absorb']",1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,95,Vibration Pokémon,75,105,Gamagerogeガマゲロゲ,Seismitoad,537,85,75,74,water,ground,5,0,Black and White
"['Guts', 'Inner Focus', 'Mold Breaker']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,100,Judo Pokémon,85,120,Nagekiナゲキ,Throh,538,30,85,45,fighting,none,5,0,Black and White
"['Sturdy', 'Inner Focus', 'Mold Breaker']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,125,Karate Pokémon,75,75,Dagekiダゲキ,Sawk,539,30,75,85,fighting,none,5,0,Black and White
"['Swarm', 'Chlorophyll', 'Overcoat']",2.0,1.0,1.0,0.5,1.0,0.5,4.0,4.0,1.0,0.25,0.25,2.0,1.0,2.0,1.0,2.0,1.0,0.5,53,Sewing Pokémon,70,45,Kurumiruクルミル,Sewaddle,540,40,60,42,bug,grass,5,0,Black and White
"['Leaf Guard', 'Chlorophyll', 'Overcoat']",2.0,1.0,1.0,0.5,1.0,0.5,4.0,4.0,1.0,0.25,0.25,2.0,1.0,2.0,1.0,2.0,1.0,0.5,63,Leaf-Wrapped Pokémon,90,55,Kurumayuクルマユ,Swadloon,541,50,80,42,bug,grass,5,0,Black and White
"['Swarm', 'Chlorophyll', 'Overcoat']",2.0,1.0,1.0,0.5,1.0,0.5,4.0,4.0,1.0,0.25,0.25,2.0,1.0,2.0,1.0,2.0,1.0,0.5,103,Nurturing Pokémon,80,75,Hahakomoriハハコモリ,Leavanny,542,70,80,92,bug,grass,5,0,Black and White
"['Poison Point', 'Swarm', 'Speed Boost']",0.5,1.0,1.0,1.0,0.5,0.25,2.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0,45,Centipede Pokémon,59,30,Fushideフシデ,Venipede,543,30,39,57,bug,poison,5,0,Black and White
"['Poison Point', 'Swarm', 'Speed Boost']",0.5,1.0,1.0,1.0,0.5,0.25,2.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0,55,Curlipede Pokémon,99,40,Wheegaホイーガ,Whirlipede,544,40,79,47,bug,poison,5,0,Black and White
"['Poison Point', 'Swarm', 'Speed Boost']",0.5,1.0,1.0,1.0,0.5,0.25,2.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0,100,Megapede Pokémon,89,60,Pendrorペンドラー,Scolipede,545,55,69,112,bug,poison,5,0,Black and White
"['Prankster', 'Infiltrator', 'Chlorophyll']",1.0,0.5,0.0,0.5,1.0,0.5,2.0,2.0,1.0,0.5,0.5,2.0,1.0,4.0,1.0,1.0,2.0,0.5,27,Cotton Puff Pokémon,60,40,Monmenモンメン,Cottonee,546,37,50,66,grass,fairy,5,0,Black and White
"['Prankster', 'Infiltrator', 'Chlorophyll']",1.0,0.5,0.0,0.5,1.0,0.5,2.0,2.0,1.0,0.5,0.5,2.0,1.0,4.0,1.0,1.0,2.0,0.5,67,Windveiled Pokémon,85,60,Elfuunエルフーン,Whimsicott,547,77,75,116,grass,fairy,5,0,Black and White
"['Chlorophyll', 'Own Tempo', 'Leaf Guard']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,35,Bulb Pokémon,50,45,Churineチュリネ,Petilil,548,70,50,30,grass,none,5,0,Black and White
"['Chlorophyll', 'Own Tempo', 'Leaf Guard']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,60,Flowering Pokémon,75,70,Dredearドレディア,Lilligant,549,110,75,90,grass,none,5,0,Black and White
"['Reckless', 'Rock Head', 'Adaptability', 'Mold Breaker']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,92,Hostile Pokémon,65,70,Bassraoバスラオ,Basculin,550,80,55,98,water,none,5,0,Black and White
"['Intimidate', 'Moxie', 'Anger Point']",2.0,0.5,1.0,0.0,2.0,2.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,2.0,72,Desert Croc Pokémon,35,50,Megurocoメグロコ,Sandile,551,35,35,65,ground,dark,5,0,Black and White
"['Intimidate', 'Moxie', 'Anger Point']",2.0,0.5,1.0,0.0,2.0,2.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,2.0,82,Desert Croc Pokémon,45,60,Waruvileワルビル,Krokorok,552,45,45,74,ground,dark,5,0,Black and White
"['Intimidate', 'Moxie', 'Anger Point']",2.0,0.5,1.0,0.0,2.0,2.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,2.0,117,Intimidation Pokémon,80,95,Waruvialワルビアル,Krookodile,553,65,70,92,ground,dark,5,0,Black and White
"['Hustle', 'Inner Focus']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,90,Zen Charm Pokémon,45,70,Darumakkaダルマッカ,Darumaka,554,15,45,50,fire,none,5,0,Black and White
"['Sheer Force', 'Zen Mode']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,30,Blazing Pokémon,105,105,Hihidarumaヒヒダルマ,Darmanitan,555,140,105,55,fire,fire,5,0,Black and White
"['Water Absorb', 'Chlorophyll', 'Storm Drain']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,86,Cactus Pokémon,67,75,Maracacchiマラカッチ,Maractus,556,106,67,60,grass,none,5,0,Black and White
"['Sturdy', 'Shell Armor', 'Weak Armor']",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,2.0,65,Rock Inn Pokémon,85,50,Ishizumaiイシズマイ,Dwebble,557,35,35,55,bug,rock,5,0,Black and White
"['Sturdy', 'Shell Armor', 'Weak Armor']",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,2.0,105,Stone Home Pokémon,125,70,Iwapalaceイワパレス,Crustle,558,65,75,45,bug,rock,5,0,Black and White
"['Shed Skin', 'Moxie', 'Intimidate']",1.0,0.25,1.0,1.0,4.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,75,Shedding Pokémon,70,50,Zurugguズルッグ,Scraggy,559,35,70,48,dark,fighting,5,0,Black and White
"['Shed Skin', 'Moxie', 'Intimidate']",1.0,0.25,1.0,1.0,4.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,90,Hoodlum Pokémon,115,65,Zuruzukinズルズキン,Scrafty,560,45,115,58,dark,fighting,5,0,Black and White
"['Wonder Skin ', 'Magic Guard', 'Tinted Lens']",1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,2.0,0.5,0.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,58,Avianoid Pokémon,80,72,Symbolerシンボラー,Sigilyph,561,103,80,97,psychic,flying,5,0,Black and White
['Mummy'],0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,30,Spirit Pokémon,85,38,Desumasuデスマス,Yamask,562,55,65,30,ghost,none,5,0,Black and White
['Mummy'],0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,50,Coffin Pokémon,145,58,Desukarnデスカーン,Cofagrigus,563,95,105,30,ghost,none,5,0,Black and White
"['Solid Rock', 'Sturdy', 'Swift Swim']",1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,78,Prototurtle Pokémon,103,54,Protogaプロトーガ,Tirtouga,564,53,45,22,water,rock,5,0,Black and White
"['Solid Rock', 'Sturdy', 'Swift Swim']",1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,108,Prototurtle Pokémon,133,74,Abagouraアバゴーラ,Carracosta,565,83,65,32,water,rock,5,0,Black and White
['Defeatist'],0.5,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,0.0,2.0,0.5,0.5,1.0,2.0,2.0,2.0,112,First Bird Pokémon,45,55,Archenアーケン,Archen,566,74,45,70,rock,flying,5,0,Black and White
['Defeatist'],0.5,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,0.0,2.0,0.5,0.5,1.0,2.0,2.0,2.0,140,First Bird Pokémon,65,75,Archeosアーケオス,Archeops,567,112,65,110,rock,flying,5,0,Black and White
"['Stench', 'Sticky Hold', 'Aftermath']",0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,50,Trash Bag Pokémon,62,50,Yabukuronヤブクロン,Trubbish,568,40,62,65,poison,none,5,0,Black and White
"['Stench', 'Weak Armor', 'Aftermath']",0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,95,Trash Heap Pokémon,82,80,Dustdasダストダス,Garbodor,569,60,82,75,poison,none,5,0,Black and White
['Illusion'],2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,65,Tricky Fox Pokémon,40,40,Zoruaゾロア,Zorua,570,80,40,65,dark,none,5,0,Black and White
['Illusion'],2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,105,Illusion Fox Pokémon,60,60,Zoroarkゾロアーク,Zoroark,571,120,60,105,dark,none,5,0,Black and White
"['Cute Charm', 'Technician', 'Skill Link']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,50,Chinchilla Pokémon,40,55,Chillarmyチラーミィ,Minccino,572,40,40,75,normal,none,5,0,Black and White
"['Cute Charm', 'Technician', 'Skill Link']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,95,Scarf Pokémon,60,75,Chillaccinoチラチーノ,Cinccino,573,65,60,115,normal,none,5,0,Black and White
"['Frisk', 'Competitive', 'Shadow Tag']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,30,Fixation Pokémon,50,45,Gothimuゴチム,Gothita,574,55,65,45,psychic,none,5,0,Black and White
"['Frisk', 'Competitive', 'Shadow Tag']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,45,Manipulate Pokémon,70,60,Gothimiruゴチミル,Gothorita,575,75,85,55,psychic,none,5,0,Black and White
"['Frisk', 'Competitive', 'Shadow Tag']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,55,Astral Body Pokémon,95,70,Gothiruselleゴチルゼル,Gothitelle,576,95,110,65,psychic,none,5,0,Black and White
"['Overcoat', 'Magic Guard', 'Regenerator']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,30,Cell Pokémon,40,45,Uniranユニラン,Solosis,577,105,50,20,psychic,none,5,0,Black and White
"['Overcoat', 'Magic Guard', 'Regenerator']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,40,Mitosis Pokémon,50,65,Doublanダブラン,Duosion,578,125,60,30,psychic,none,5,0,Black and White
"['Overcoat', 'Magic Guard', 'Regenerator']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,65,Multiplying Pokémon,75,110,Lanculusランクルス,Reuniclus,579,125,85,30,psychic,none,5,0,Black and White
"['Keen Eye', 'Big Pecks', 'Hydration']",0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,44,Water Bird Pokémon,50,62,Koaruhieコアルヒー,Ducklett,580,44,50,55,water,flying,5,0,Black and White
"['Keen Eye', 'Big Pecks', 'Hydration']",0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,87,White Bird Pokémon,63,75,Swannaスワンナ,Swanna,581,87,63,98,water,flying,5,0,Black and White
"['Ice Body', 'Snow Cloak', 'Weak Armor']",1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,50,Fresh Snow Pokémon,50,36,Vanipetiバニプッチ,Vanillite,582,65,60,44,ice,none,5,0,Black and White
"['Ice Body', 'Snow Cloak', 'Weak Armor']",1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,65,Icy Snow Pokémon,65,51,Vanirichバニリッチ,Vanillish,583,80,75,59,ice,none,5,0,Black and White
"['Ice Body', 'Snow Warning', 'Weak Armor']",1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,95,Snowstorm Pokémon,85,71,Baivanillaバイバニラ,Vanilluxe,584,110,95,79,ice,none,5,0,Black and White
"['Chlorophyll', 'Sap Sipper', 'Serene Grace']",2.0,1.0,1.0,0.5,1.0,2.0,2.0,2.0,0.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,60,Season Pokémon,50,60,Shikijikaシキジカ,Deerling,585,40,50,75,normal,grass,5,0,Black and White
"['Chlorophyll', 'Sap Sipper', 'Serene Grace']",2.0,1.0,1.0,0.5,1.0,2.0,2.0,2.0,0.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,100,Season Pokémon,70,80,Mebukijikaメブキジカ,Sawsbuck,586,60,70,95,normal,grass,5,0,Black and White
"['Static', 'Motor Drive']",0.5,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,0.5,1.0,75,Sky Squirrel Pokémon,60,55,Emongaエモンガ,Emolga,587,75,60,103,electric,flying,5,0,Black and White
"['Swarm', 'Shed Skin', 'No Guard']",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,75,Clamping Pokémon,45,50,Kaburumoカブルモ,Karrablast,588,40,45,60,bug,none,5,0,Black and White
"['Swarm', 'Shell Armor', 'Overcoat']",0.5,1.0,0.5,1.0,0.5,1.0,4.0,1.0,1.0,0.25,1.0,0.5,0.5,0.0,0.5,1.0,0.5,1.0,135,Cavalry Pokémon,105,70,Chevargoシュバルゴ,Escavalier,589,60,105,20,bug,steel,5,0,Black and White
"['Effect Spore', 'Regenerator']",1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,55,Mushroom Pokémon,45,69,Tamagetakeタマゲタケ,Foongus,590,55,55,15,grass,poison,5,0,Black and White
"['Effect Spore', 'Regenerator']",1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,85,Mushroom Pokémon,70,114,Morobareruモロバレル,Amoonguss,591,85,80,30,grass,poison,5,0,Black and White
"['Water Absorb', 'Cursed Body', 'Damp']",0.5,2.0,1.0,2.0,1.0,0.0,0.5,1.0,2.0,2.0,1.0,0.5,0.0,0.5,1.0,1.0,0.5,0.5,40,Floating Pokémon,50,55,Pururillプルリル,Frillish,592,65,85,40,water,ghost,5,0,Black and White
"['Water Absorb', 'Cursed Body', 'Damp']",0.5,2.0,1.0,2.0,1.0,0.0,0.5,1.0,2.0,2.0,1.0,0.5,0.0,0.5,1.0,1.0,0.5,0.5,60,Floating Pokémon,70,100,Burungelブルンゲル,Jellicent,593,85,105,60,water,ghost,5,0,Black and White
"['Healer', 'Hydration', 'Regenerator']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,75,Caring Pokémon,80,165,Mamanbouママンボウ,Alomomola,594,40,45,65,water,none,5,0,Black and White
"['Compoundeyes', 'Unnerve', 'Swarm']",1.0,1.0,1.0,0.5,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,47,Attaching Pokémon,50,50,Bachuruバチュル,Joltik,595,57,50,65,bug,electric,5,0,Black and White
"['Compoundeyes', 'Unnerve', 'Swarm']",1.0,1.0,1.0,0.5,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,77,EleSpider Pokémon,60,70,Dentulaデンチュラ,Galvantula,596,97,60,108,bug,electric,5,0,Black and White
['Iron Barbs'],1.0,1.0,0.5,0.5,0.5,2.0,4.0,1.0,1.0,0.25,1.0,1.0,0.5,0.0,0.5,0.5,0.5,0.5,50,Thorn Seed Pokémon,91,44,Tesseedテッシード,Ferroseed,597,24,86,10,grass,steel,5,0,Black and White
"['Iron Barbs', 'Anticipation']",1.0,1.0,0.5,0.5,0.5,2.0,4.0,1.0,1.0,0.25,1.0,1.0,0.5,0.0,0.5,0.5,0.5,0.5,94,Thorn Pod Pokémon,131,74,Nutreyナットレイ,Ferrothorn,598,54,116,20,grass,steel,5,0,Black and White
"['Plus', 'Minus', 'Clear Body']",0.5,1.0,0.5,1.0,0.5,2.0,2.0,0.5,1.0,0.5,2.0,0.5,0.5,0.0,0.5,0.5,0.5,1.0,55,Gear Pokémon,70,40,Giaruギアル,Klink,599,45,60,30,steel,none,5,0,Black and White
"['Plus', 'Minus', 'Clear Body']",0.5,1.0,0.5,1.0,0.5,2.0,2.0,0.5,1.0,0.5,2.0,0.5,0.5,0.0,0.5,0.5,0.5,1.0,80,Gear Pokémon,95,60,Gigiaruギギアル,Klang,600,70,85,50,steel,none,5,0,Black and White
"['Plus', 'Minus', 'Clear Body']",0.5,1.0,0.5,1.0,0.5,2.0,2.0,0.5,1.0,0.5,2.0,0.5,0.5,0.0,0.5,0.5,0.5,1.0,100,Gear Pokémon,115,60,Gigigiaruギギギアル,Klinklang,601,70,85,90,steel,none,5,0,Black and White
['Levitate'],1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,55,EleFish Pokémon,40,35,Shibishirasuシビシラス,Tynamo,602,45,40,60,electric,none,5,0,Black and White
['Levitate'],1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,85,EleFish Pokémon,70,65,Shibibeelシビビール,Eelektrik,603,75,70,40,electric,none,5,0,Black and White
['Levitate'],1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,115,EleFish Pokémon,80,85,Shibirudonシビルドン,Eelektross,604,105,80,50,electric,none,5,0,Black and White
"['Telepathy', 'Synchronize', 'Analytic']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,55,Cerebral Pokémon,55,55,Ligrayリグレー,Elgyem,605,85,55,30,psychic,none,5,0,Black and White
"['Telepathy', 'Synchronize', 'Analytic']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,75,Cerebral Pokémon,75,75,Ohbemオーベム,Beheeyem,606,125,95,40,psychic,none,5,0,Black and White
"['Flash Fire', 'Flame Body', 'Infiltrator']",0.25,2.0,1.0,1.0,0.5,0.0,0.5,1.0,2.0,0.5,2.0,0.5,0.0,0.5,1.0,2.0,0.5,2.0,30,Candle Pokémon,55,50,Hitomoshiヒトモシ,Litwick,607,65,55,20,ghost,fire,5,0,Black and White
"['Flash Fire', 'Flame Body', 'Infiltrator']",0.25,2.0,1.0,1.0,0.5,0.0,0.5,1.0,2.0,0.5,2.0,0.5,0.0,0.5,1.0,2.0,0.5,2.0,40,Lamp Pokémon,60,60,Lamplerランプラー,Lampent,608,95,60,55,ghost,fire,5,0,Black and White
